CIGAF_ID,Site.Name,Site.Description,Niche.Category,Aquatic.Niche,Species,Latitude,Longitude,Citation.Number,Year.Collected,Month.Collected,Letter.Month,Day.Collected,Country,ISO.code,Complete_date,Date,Simp_date,Hemisphere,Year.of.Publication,DOI,Citation,Province,Strain.Number,Full.Month,Host.common.name,Host_family,Host.species,N,Note,name,phylum,class,order,family,genus,min_temp,max_temp,ave_temp,prec_avg,Eco_name,Biome_name,Realm
2135,IT-36,Biella. Trappa. Tributary of Torrente Elvo. Road SP512. Elevation: 1086 Temperature: 12.5,Lotic,stream,Legeriomyces ramosus,45.596833,7.949586,112,2013,8,Aug,29,Italy,ITA,29-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Biella,NA,August,Mayflies,Baetidae,NA,NA,Not rare in sampled baetid nymphs; variable in trichospore morphometry; previously reported in the Abruzzo region,2558109,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Legeriomyces,11.19587898,21.1993885,16.19763374,51.32653809,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2136,IT-31,Vercelli. Piode. Torrente Piedimeggiana (tributary of Fiume Sesia). Elevation: 738 Temperature: 14.5,Lotic,stream,Legeriomyces ramosus,45.769072,8.051267,112,2013,8,Aug,28,Italy,ITA,28-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Vercelli,NA,August,Mayflies,Baetidae,NA,NA,Not rare in sampled baetid nymphs; variable in trichospore morphometry; previously reported in the Abruzzo region,2558109,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Legeriomyces,11.92470169,22.47055817,17.19762993,54.37518692,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2137,IT-31,Vercelli. Piode. Torrente Piedimeggiana (tributary of Fiume Sesia). Elevation: 738 Temperature: 14.5,Lotic,stream,Legeriomyces ramosus,45.769072,8.051267,112,2013,8,Aug,28,Italy,ITA,28-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Vercelli,NA,August,Mayflies,Baetidae,NA,NA,Not rare in sampled baetid nymphs; variable in trichospore morphometry; previously reported in the Abruzzo region,2558109,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Legeriomyces,11.92470169,22.47055817,17.19762993,54.37518692,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2138,IT-20,Novara. Gozzano. Torrente (5 stream) Agogna.  Elevation: 387 Temperature: 16,Lotic,stream,Orphella catalaunica,45.754461,8.462558,112,2013,8,Aug,25,Italy,ITA,25-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Novara,NA,August,Blackflies,Simuliidae,NA,NA,Quite common in Nemouridae hosts; many of the examined thalli with zygospores,2558117,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,15.26387978,27.00354004,21.13370991,66.13787079,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2139,IT-21,Novara. San Maurizio d'Opaglio. Torrente Scarpia.  Elevation: 400 Temperature: 18,Lotic,stream,Orphella catalaunica,45.772286,8.383914,112,2013,8,Aug,25,Italy,ITA,25-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Novara,NA,August,Blackflies,Simuliidae,NA,NA,Quite common in Nemouridae hosts; many of the examined thalli with zygospores,2558117,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,15.6030035,27.2708683,21.4369359,63.72731018,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2140,IT-22,Vercelli. Civiasco. Torrente Pascone.  Elevation: 740 Temperature: 14,Lotic,stream,Orphella catalaunica,45.813561,8.309114,112,2013,8,Aug,25,Italy,ITA,25-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Vercelli,NA,August,Blackflies,Simuliidae,NA,NA,Quite common in Nemouridae hosts; many of the examined thalli with zygospores,2558117,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,13.41988564,24.02092552,18.72040558,64.65441132,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2141,IT-23,Verbano-Cusio-Ossola (Parco Nazionale della Val Grande). Cicogna. Tributary of Torrente San Bernardino. Elevation: 452 Temperature: 15,Lotic,stream,Orphella catalaunica,45.983192,8.478358,112,2013,8,Aug,26,Italy,ITA,26-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Verbano-Cusio-Ossola (Parco Nazionale della Val Grande),NA,August,Blackflies,Simuliidae,NA,NA,Quite common in Nemouridae hosts; many of the examined thalli with zygospores,2558117,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,14.41371918,25.47638893,19.94505405,78.157547,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2142,IT-31,Vercelli. Piode. Torrente Piedimeggiana (tributary of Fiume Sesia). Elevation: 738 Temperature: 14.5,Lotic,stream,Orphella catalaunica,45.769072,8.051267,112,2013,8,Aug,28,Italy,ITA,28-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Vercelli,NA,August,Blackflies,Simuliidae,NA,NA,Quite common in Nemouridae hosts; many of the examined thalli with zygospores,2558117,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,11.92470169,22.47055817,17.19762993,54.37518692,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2143,IT-29,Vercelli. Rimasco. Torrente Sermenza (upstream from Rimasco lake). Elevation: 920 Temperature: 11,Lotic,stream,Orphella coronata,45.859511,8.062128,112,2013,8,Aug,28,Italy,ITA,28-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Vercelli,NA,August,Stoneflies,Nemouridae,NA,NA,"Specimens with trichospores, some with zygospore initials; previously reported in the Abruzzo region",2558113,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,11.01417446,21.61979294,16.3169837,54.74127197,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2144,IT-30,Vercelli. Rimasco. Torrente Egua (upstream from Rimasco lake). Elevation: 913 Temperature: 11.5,Lotic,stream,Orphella coronata,45.860547,8.063778,112,2013,8,Aug,28,Italy,ITA,28-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Vercelli,NA,August,Stoneflies,Nemouridae,NA,NA,"Specimens with trichospores, some with zygospore initials; previously reported in the Abruzzo region",2558113,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,11.01417446,21.61979294,16.3169837,54.74127197,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2145,IT-34,"Biella. Oropa. Road ss144, before the Oropa sanctuary from Biella. Tributary of Torrente Oropa. Elevation: 1100 Temperature: 11",Lotic,stream,Orphella coronata,45.620244,7.981583,112,2013,8,Aug,29,Italy,ITA,29-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Biella,NA,August,Stoneflies,Nemouridae,NA,NA,"Specimens with trichospores, some with zygospore initials; previously reported in the Abruzzo region",2558113,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,12.65385818,23.05457497,17.85421658,52.39817047,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2146,IT-36,Biella. Trappa. Tributary of Torrente Elvo. Road SP512. Elevation: 1086 Temperature: 12.5,Lotic,stream,Orphella coronata,45.596833,7.949586,112,2013,8,Aug,29,Italy,ITA,29-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Biella,NA,August,Stoneflies,Nemouridae,NA,NA,"Specimens with trichospores, some with zygospore initials; previously reported in the Abruzzo region",2558113,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,11.19587898,21.1993885,16.19763374,51.32653809,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2147,IT-20,Novara. Gozzano. Torrente (5 stream) Agogna.  Elevation: 387 Temperature: 16,Lotic,stream,Orphella helicospora,45.754461,8.462558,112,2013,8,Aug,25,Italy,ITA,25-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Novara,NA,August,Stoneflies,Leuctridae,NA,NA,Often together with O. catalaunica; few specimens with zygospores,2558114,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,15.26387978,27.00354004,21.13370991,66.13787079,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2148,IT-21,Novara. San Maurizio d'Opaglio. Torrente Scarpia.  Elevation: 400 Temperature: 18,Lotic,stream,Orphella helicospora,45.772286,8.383914,112,2013,8,Aug,25,Italy,ITA,25-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Novara,NA,August,Stoneflies,Leuctridae,NA,NA,Often together with O. catalaunica; few specimens with zygospores,2558114,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,15.6030035,27.2708683,21.4369359,63.72731018,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2149,IT-23,Verbano-Cusio-Ossola (Parco Nazionale della Val Grande). Cicogna. Tributary of Torrente San Bernardino. Elevation: 452 Temperature: 15,Lotic,stream,Orphella helicospora,45.983192,8.478358,112,2013,8,Aug,26,Italy,ITA,26-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Verbano-Cusio-Ossola (Parco Nazionale della Val Grande),NA,August,Stoneflies,Leuctridae,NA,NA,Often together with O. catalaunica; few specimens with zygospores,2558114,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,14.41371918,25.47638893,19.94505405,78.157547,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2150,IT-31,Vercelli. Piode. Torrente Piedimeggiana (tributary of Fiume Sesia). Elevation: 738 Temperature: 14.5,Lotic,stream,Orphella helicospora,45.769072,8.051267,112,2013,8,Aug,28,Italy,ITA,28-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Vercelli,NA,August,Stoneflies,Leuctridae,NA,NA,Often together with O. catalaunica; few specimens with zygospores,2558114,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,11.92470169,22.47055817,17.19762993,54.37518692,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2151,IT-32,Vercelli. Piode. Fiume Sesia.  Elevation: 742 Temperature: 13,Lotic,river,Orphella helicospora,45.769911,8.0506,112,2013,8,Aug,28,Italy,ITA,28-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Vercelli,NA,August,Stoneflies,Leuctridae,NA,NA,Often together with O. catalaunica; few specimens with zygospores,2558114,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,11.92470169,22.47055817,17.19762993,54.37518692,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2152,IT-33,Vercelli. Roasio (from Gattinara to Cossato). Torrente Rovasenda. Elevation: 266 Temperature: 17,Lotic,stream,Orphella helicospora,45.599986,8.294253,112,2013,8,Aug,29,Italy,ITA,29-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Vercelli,NA,August,Stoneflies,Leuctridae,NA,NA,Often together with O. catalaunica; few specimens with zygospores,2558114,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,16.18026352,27.87751389,22.0288887,51.47419739,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2153,IT-23,Verbano-Cusio-Ossola (Parco Nazionale della Val Grande). Cicogna. Tributary of Torrente San Bernardino. Elevation: 452 Temperature: 15,Lotic,stream,Orphella intropus,45.983192,8.478358,112,2013,8,Aug,26,Italy,ITA,26-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Verbano-Cusio-Ossola (Parco Nazionale della Val Grande),NA,August,Stoneflies,Nemouridae,NA,NA,Many thalli within two host individuals,7952108,Zygomycota,Kickxellomycetes,Orphellales,Orphellaceae,Orphella,14.41371918,25.47638893,19.94505405,78.157547,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2154,IT-25,Novara. Oleggio. Torrente Vevera.  Elevation: 290 Temperature: 12,Lotic,stream,Pennella grassei,45.7561,8.529611,112,2013,8,Aug,27,Italy,ITA,27-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Novara,IT-25-9 to IT-25-11,August,Blackflies,Simuliidae,NA,NA,"Quite common in IT-25 and IT 26, rarer in IT-27; Harpella melusinae and Paramoebidium chattoni were also observed in the hosts infested by P. grassei",5250280,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Pennella,15.74231625,27.73587608,21.73909616,66.09360504,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2155,IT-26,Novara. Oleggio. Small creek draining towards Torrente Vevera. Elevation: 291 Temperature: 14,Lotic,stream,Pennella grassei,45.756356,8.529278,112,2013,8,Aug,27,Italy,ITA,27-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Novara,"IT-26-1 to IT-26-3,",August,Blackflies,Simuliidae,NA,NA,"Quite common in IT-25 and IT 26, rarer in IT-27; Harpella melusinae and Paramoebidium chattoni were also observed in the hosts infested by P. grassei",5250280,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Pennella,15.74231625,27.73587608,21.73909616,66.09360504,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2156,IT-27,Novara. Meina. Torrente Tiasca.  Elevation: 332 Temperature: 16,Lotic,stream,Pennella grassei,45.785375,8.519464,112,2013,8,Aug,27,Italy,ITA,27-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Novara,"IT-27-2, IT-27-3.",August,Blackflies,Simuliidae,NA,NA,"Quite common in IT-25 and IT 26, rarer in IT-27; Harpella melusinae and Paramoebidium chattoni were also observed in the hosts infested by P. grassei",5250280,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Pennella,15.74231625,27.73587608,21.73909616,66.09360504,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2157,IT-20,Novara. Gozzano. Torrente (5 stream) Agogna.  Elevation: 387 Temperature: 16,Lotic,stream,Simuliomyces microsporus,45.754461,8.462558,112,2013,8,Aug,25,Italy,ITA,25-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Novara,NA,August,Blackflies,Simuliidae,NA,NA,Commonly attached to the thalli of G. homothallica and Paramoebidium chattoni; previously reported in the Abruzzo region,2558078,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Simuliomyces,15.26387978,27.00354004,21.13370991,66.13787079,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2158,IT-21,Novara. San Maurizio d'Opaglio. Torrente Scarpia.  Elevation: 400 Temperature: 18,Lotic,stream,Simuliomyces microsporus,45.772286,8.383914,112,2013,8,Aug,25,Italy,ITA,25-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Novara,NA,August,Blackflies,Simuliidae,NA,NA,Commonly attached to the thalli of G. homothallica and Paramoebidium chattoni; previously reported in the Abruzzo region,2558078,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Simuliomyces,15.6030035,27.2708683,21.4369359,63.72731018,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2159,IT-23,Verbano-Cusio-Ossola (Parco Nazionale della Val Grande). Cicogna. Tributary of Torrente San Bernardino. Elevation: 452 Temperature: 15,Lotic,stream,Simuliomyces microsporus,45.983192,8.478358,112,2013,8,Aug,26,Italy,ITA,26-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Verbano-Cusio-Ossola (Parco Nazionale della Val Grande),NA,August,Blackflies,Simuliidae,NA,NA,Commonly attached to the thalli of G. homothallica and Paramoebidium chattoni; previously reported in the Abruzzo region,2558078,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Simuliomyces,14.41371918,25.47638893,19.94505405,78.157547,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2160,IT-29,Vercelli. Rimasco. Torrente Sermenza (upstream from Rimasco lake). Elevation: 920 Temperature: 11,Lotic,stream,Simuliomyces microsporus,45.859511,8.062128,112,2013,8,Aug,28,Italy,ITA,28-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Vercelli,NA,August,Blackflies,Simuliidae,NA,NA,Commonly attached to the thalli of G. homothallica and Paramoebidium chattoni; previously reported in the Abruzzo region,2558078,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Simuliomyces,11.01417446,21.61979294,16.3169837,54.74127197,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2161,IT-30,Vercelli. Rimasco. Torrente Egua (upstream from Rimasco lake). Elevation: 913 Temperature: 11.5,Lotic,stream,Simuliomyces microsporus,45.860547,8.063778,112,2013,8,Aug,28,Italy,ITA,28-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Vercelli,NA,August,Blackflies,Simuliidae,NA,NA,Commonly attached to the thalli of G. homothallica and Paramoebidium chattoni; previously reported in the Abruzzo region,2558078,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Simuliomyces,11.01417446,21.61979294,16.3169837,54.74127197,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2162,IT-31,Vercelli. Piode. Torrente Piedimeggiana (tributary of Fiume Sesia). Elevation: 738 Temperature: 14.5,Lotic,stream,Simuliomyces microsporus,45.769072,8.051267,112,2013,8,Aug,28,Italy,ITA,28-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Vercelli,NA,August,Blackflies,Simuliidae,NA,NA,Commonly attached to the thalli of G. homothallica and Paramoebidium chattoni; previously reported in the Abruzzo region,2558078,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Simuliomyces,11.92470169,22.47055817,17.19762993,54.37518692,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2163,IT-34,"Biella. Oropa. Road ss144, before the Oropa sanctuary from Biella. Tributary of Torrente Oropa. Elevation: 1100 Temperature: 11",Lotic,stream,Smittium elongatum,45.620244,7.981583,112,2013,8,Aug,29,Italy,ITA,29-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Biella,NA,August,Nonbiting midges ,Chironomidae,NA,NA,"Scarce, only in a single locality, with trichospores and zygospore initials; first European report",2558049,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Smittium,12.65385818,23.05457497,17.85421658,52.39817047,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2164,IT-25,Novara. Oleggio. Torrente Vevera.  Elevation: 290 Temperature: 12,Lotic,stream,Smittium penetralis,45.7561,8.529611,112,2013,8,Aug,27,Italy,ITA,27-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Novara,NA,August,Nonbiting midges ,Chironomidae,NA,NA,Common in the documented sites and hosts; penetrates the hindgut lining; first European report,NA,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Smittium,15.74231625,27.73587608,21.73909616,66.09360504,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2165,IT-30,Vercelli. Rimasco. Torrente Egua (upstream from Rimasco lake). Elevation: 913 Temperature: 11.5,Lotic,stream,Smittium penetralis,45.860547,8.063778,112,2013,8,Aug,28,Italy,ITA,28-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Vercelli,NA,August,Nonbiting midges ,Chironomidae,NA,NA,Common in the documented sites and hosts; penetrates the hindgut lining; first European report,NA,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Smittium,11.01417446,21.61979294,16.3169837,54.74127197,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2166,IT-32,Vercelli. Piode. Fiume Sesia.  Elevation: 742 Temperature: 13,Lotic,river,Spartiella barbata,45.769911,8.0506,112,2013,8,Aug,28,Italy,ITA,28-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Vercelli,NA,August,Mayflies,Baetidae,NA,NA,"Quite rare in our baetid collections, where Legeriomyces ramosus was more commonly found; previously reported in the Abruzzo region",2558059,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Spartiella,11.92470169,22.47055817,17.19762993,54.37518692,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2167,IT-27,Novara. Meina. Torrente Tiasca.  Elevation: 332 Temperature: 16,Lotic,stream,Stachylina jujuyensis,45.785375,8.519464,112,2013,8,Aug,27,Italy,ITA,27-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Novara,NA,August,Nonbiting midges ,Chironomidae,NA,NA,In diverse hosts from one collection site; thalli with trichospores; first European report,2557940,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Stachylina,15.74231625,27.73587608,21.73909616,66.09360504,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2168,IT-25,Novara. Oleggio. Torrente Vevera.  Elevation: 290 Temperature: 12,Lotic,stream,Stachylina nana,45.7561,8.529611,112,2013,8,Aug,27,Italy,ITA,27-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Novara,NA,August,Nonbiting midges ,Chironomidae,NA,NA,"Rare in the studied sites, usually producing several thalli per host",2557950,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Stachylina,15.74231625,27.73587608,21.73909616,66.09360504,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2169,IT-21,Novara. San Maurizio d'Opaglio. Torrente Scarpia.  Elevation: 400 Temperature: 18,Lotic,stream,Stachylina nana,45.772286,8.383914,112,2013,8,Aug,25,Italy,ITA,25-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Novara,NA,August,Nonbiting midges ,Chironomidae,NA,NA,"Rare in the studied sites, usually producing several thalli per host",2557950,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Stachylina,15.6030035,27.2708683,21.4369359,63.72731018,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2170,IT-30,Vercelli. Rimasco. Torrente Egua (upstream from Rimasco lake). Elevation: 913 Temperature: 11.5,Lotic,stream,Stachylina penetralis,45.860547,8.063778,112,2013,8,Aug,28,Italy,ITA,28-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Vercelli,NA,August,Nonbiting midges ,Chironomidae,NA,NA,Rare in our collections; documented from the French Alpine region (Lichtwardt 1984),2557943,Zygomycota,Kickxellomycetes,Harpellales,Harpellaceae,Stachylina,11.01417446,21.61979294,16.3169837,54.74127197,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2171,IT-29,Vercelli. Rimasco. Torrente Sermenza (upstream from Rimasco lake). Elevation: 920 Temperature: 11,Lotic,stream,Tectimyces leptophlebiidarum,45.859511,8.062128,112,2013,8,Aug,28,Italy,ITA,28-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Vercelli,BCB-IT-25-1,August,Mayflies,Leptophlebiidae,NA,NA,"Rare; young specimens observed, always with associated filamentous bacteria",2558055,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Tectimyces,11.01417446,21.61979294,16.3169837,54.74127197,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2172,IT-33,Vercelli. Roasio (from Gattinara to Cossato). Torrente Rovasenda. Elevation: 266 Temperature: 17,Lotic,stream,Tectimyces leptophlebiidarum,45.599986,8.294253,112,2013,8,Aug,29,Italy,ITA,29-8-2013,01-8-2013,2013-Aug,Northern Hemisphere,2014,https://doi.org/10.3852/13-349,"Valle, L., Rossi, W., & Santamaria, S. 2014",Vercelli,NA,August,Mayflies,Leptophlebiidae,NA,NA,"Rare; young specimens observed, always with associated filamentous bacteria",2558055,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Tectimyces,16.18026352,27.87751389,22.0288887,51.47419739,Alps conifer and mixed forests,Temperate Conifer Forests,Palearctic
2173,MEX 1,Coatepec. La Pitaya (Zocoastla). Río Pixquiac. Next to theconvent. Former coffee plantation land. Altitude: 1300m Temp: 16.5 C,Lotic,river,Allantomyces zopilotei,19.50635,-96.960617,113,2005,11,Nov,5,Mexico,MEX,5-11-2005,01-11-2005,2005-Nov,Northern Hemisphere,2008,https://doi.org/10.3852/mycologia.100.1.149,"Valle, L., White, M., & Cafaro, M. 2008",Veracruz,NA,November,Mayflies,Leptohyphidae,NA,NA,NA,2558098,Zygomycota,Kickxellomycetes,Harpellales,Legeriomycetaceae,Allantomyces,10.68497181,22.3469162,16.515944,68.05012512,Oaxacan montane forests,Tropical & Subtropical Moist Broadleaf Forests,Neotropic
